title,authors,nom,prenom,rank_author,year,sex,first_author_sex
Entropic-Genetic Clustering.,"['Dan A. Simovici', 'Henri Luchian', 'Mihaela Breaban']","['A.', 'Luchian', 'Breaban']","['Dan', 'Henri', 'Mihaela']","[3, 2, 1]","['2011', '2011', '2011']","['Male', 'Male', 'UKN']","[nan, nan, 'UKN']"
Essai sur l&apos;articulation entre intelligence économique et gestion des connaissances.,['Paul Degoul'],['Degoul'],['Paul'],[1],['2001'],['Male'],['Male']
Estimation de la densité d&apos;arcs dans les graphes de grande taille - une alternative à la détection de clusters.,['Marc Boullé'],['Boullé'],['Marc'],[1],['2011'],['Male'],['Male']
Estimation du taux d&apos;erreur sur données en grappes - Application à la reconnaissance de la parole.,"['François Pellegrino', 'Jean-Hugues Chauchat', 'Ricco Rakotomalala']","['Pellegrino', 'Chauchat', 'Rakotomalala']","['Francois', 'Jean-Hugues', 'Ricco']","[3, 1, 2]","['2002', '2002', '2002']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Evaluating Bayesian Networks by Sampling with Simplified Assumptions.,"['Dan A. Simovici', 'Saaid Baraty']","['A.', 'Baraty']","['Dan', 'Saaid']","[2, 1]","['2012', '2012']","['Male', 'Male']","[nan, 'Male']"
Evaluation d&apos;une approche de classification conceptuelle.,"['Marie Chavent', 'Yves Lechevallier']","['Chavent', 'Lechevallier']","['Marie', 'Yves']","[1, 2]","['2007', '2007']","['Female', 'Male']","['Female', nan]"
Evaluation de la résistance au bruit de quelques mesures d&apos;extraction de règles d&apos;association.,"['Jérôme Azé', 'Yves Kodratoff']","['Azé', 'Kodratoff']","['Jerome', 'Yves']","[1, 2]","['2002', '2002']","['Male', 'Male']","['Male', nan]"
Evaluation du nombre de classes dans un cadre bayésien.,"['François-Xavier Jollois', 'Mohamed Nadif']","['Jollois', 'Nadif']","['Francois-Xavier', 'Mohamed']","[1, 2]","['2002', '2002']","['Male', 'Male']","['Male', nan]"
Evaluation rapide du diamètre d&apos;un graphe.,"['Chantal Soulé-Dupuy', 'Christian Belbèze', 'Max Chevalier']","['Soulé-Dupuy', 'Belbèze', 'Chevalier']","['Chantal', 'Christian', 'Max']","[3, 1, 2]","['2012', '2012', '2012']","['Female', 'Male', 'Male']","[nan, 'Male', nan]"
Evolution des connaissances et innovation - Application à une technologie laser à l&apos;Onera.,"['Arnaud Waeters', 'Jean-Louis Ermine', 'Jean-Pierre Taran', 'Philippe Benhamou', 'Thierno Tounkara']","['Waeters', 'Ermine', 'Taran', 'Benhamou', 'Tounkara']","['Arnaud', 'Jean-Louis', 'Jean-Pierre', 'Philippe', 'Thierno']","[5, 2, 3, 1, 4]","['2001', '2001', '2001', '2001', '2001']","['Male', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male', nan]"
ExpLSA - utilisation d&apos;informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle.,"['Jacques Chauché', 'Mathieu Roche', 'Nicolas Béchet']","['Chauché', 'Roche', 'Béchet']","['Jacques', 'Mathieu', 'Nicolas']","[3, 2, 1]","['2008', '2008', '2008']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Exploitation de l&apos;asymétrie entre termes pour l&apos;extraction automatique de taxonomies à partir de textes.,"['Davide Buscaldi', 'Gaël Dias', 'Guillaume Cleuziou', 'Vincent Levorato']","['Buscaldi', 'Dias', 'Cleuziou', 'Levorato']","['Davide', 'Gael', 'Guillaume', 'Vincent']","[1, 3, 2, 4]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Male', 'Male']","['Male', nan, nan, nan]"
Exploration de données de traçabilité issues de la RFID par apprentissage non-supervisé.,"['Dominique Fresneau', 'Guénaël Cabanes', 'Younès Bennani']","['Fresneau', 'Cabanes', 'Bennani']","['Dominique', 'Guenael', 'Younes']","[3, 1, 2]","['2009', '2009', '2009']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Exploration de données multimédia par réalité virtuelle.,"['Christiane Guinot', 'Gilles Venturini', 'Mohamed Slimane', 'Nicolas Monmarché', 'Sebastien Aupetit']","['Guinot', 'Venturini', 'Slimane', 'Monmarché', 'Aupetit']","['Christiane', 'Gilles', 'Mohamed', 'Nicolas', 'Sebastien']","[3, 4, 5, 2, 1]","['2003', '2003', '2003', '2003', '2003']","['Female', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, 'Male']"
Explorer3D - classification et visualisation de données.,"['Lionel Martin', 'Matthieu Exbrayat']","['Martin', 'Exbrayat']","['Lionel', 'Matthieu']","[2, 1]","['2009', '2009']","['Male', 'Male']","[nan, 'Male']"
Extension de l&apos;algorithme Apriori et des règles d&apos;association aux cas des données symboliques diagrammes et intervalles.,"['Edwin Diday', 'Filipe Afonso']","['Diday', 'Afonso']","['Edwin', 'Filipe']","[2, 1]","['2005', '2005']","['Male', 'Male']","[nan, 'Male']"
Extension de la distance de Kolomogorov-Smirnov pour la segmentation et ses propriétés asymptotiques.,['Mounir Asseraf'],['Asseraf'],['Mounir'],[1],['2001'],['Female'],['Female']
Extraction automatique de champs numériques dans des documents manuscrits.,"['Clément Chatelain 0001', 'Laurent Heutte', 'Thierry Paquet']","['Chatelain', 'Heutte', 'Paquet']","['Clement', 'Laurent', 'Thierry']","[1, 2, 3]","['2006', '2006', '2006']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Extraction bayésienne et intégration de patterns représentés suivant les K plus proches voisins pour le go 19x19.,"['Bruno Bouzy', 'Guillaume Chaslot']","['Bouzy', 'Chaslot']","['Bruno', 'Guillaume']","[1, 2]","['2005', '2005']","['Male', 'Male']","['Male', nan]"
Extraction d&apos;entités dans des collections évolutives.,"['Anne-Marie Vercoustre', 'Eduardo Fraschini', 'Thierry Despeyroux']","['Vercoustre', 'Fraschini', 'Despeyroux']","['Anne-Marie', 'Eduardo', 'Thierry']","[3, 2, 1]","['2007', '2007', '2007']","['Female', 'Male', 'Male']","[nan, nan, 'Male']"
Extraction d&apos;espaces de versions émergents d&apos;une relation d&apos;attributs catégories.,"['Alain Casali', 'Lotfi Lakhal', 'Rosine Cicchetti']","['Casali', 'Lakhal', 'Cicchetti']","['Alain', 'Lotfi', 'Rosine']","[1, 3, 2]","['2003', '2003', '2003']","['Male', 'Male', 'Female']","['Male', nan, nan]"
Extraction de chroniques discriminantes.,"['André Happe', 'David Gross-Amblard', 'Thomas Guyet', 'Yann Dauxais']","['Happe', 'Gross-Amblard', 'Guyet', 'Dauxais']","['Andre', 'David', 'Thomas', 'Yann']","[4, 2, 3, 1]","['2017', '2017', '2017', '2017']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Extraction de connaissances d&apos;adaptation par analyse de la base de cas.,"['Amedeo Napoli', 'Fadi Badra', 'Jean Lieber']","['Napoli', 'Badra', 'Lieber']","['Amedeo', 'Fadi', 'Jean']","[3, 1, 2]","['2007', '2007', '2007']","['Male', 'Female', 'Male']","[nan, 'Female', nan]"
Extraction de connaissances grâce à un outil de text-mining - Application à la veille informationnelle dans le cadre policier.,"['Annick Castiaux', 'Marc Borry']","['Castiaux', 'Borry']","['Annick', 'Marc']","[1, 2]","['2004', '2004']","['Female', 'Male']","['Female', nan]"
Extraction de connaissances sur les défaillances de compteurs d&apos;essieux.,"['Christophe Marsala', 'Iwo Doboszewski', 'Simon Fossier']","['Marsala', 'Doboszewski', 'Fossier']","['Christophe', 'Iwo', 'Simon']","[3, 1, 2]","['2018', '2018', '2018']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Extraction de motifs fermés dans des relations n-aires bruitées.,"['Jean-François Boulicaut', 'Jérémy Besson', 'Loïc Cerf']","['Boulicaut', 'Besson', 'Cerf']","['Jean-Francois', 'Jeremy', 'Loic']","[3, 2, 1]","['2009', '2009', '2009']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Extraction de motifs fréquents pour l&apos;auto-administration des bases de données.,"['Jérôme Darmont', 'Kamel Aouiche', 'Le Gruenwald']","['Darmont', 'Aouiche', 'Gruenwald']","['Jerome', 'Kamel', 'Le']","[2, 1, 3]","['2003', '2003', '2003']","['Male', 'Male', 'Female']","[nan, 'Male', nan]"
Extraction de motifs séquentiels sous contraintes de similarité.,"['Cyrille Masson', 'Jean-François Boulicaut', 'Matthieu Capelle']","['Masson', 'Boulicaut', 'Capelle']","['Cyrille', 'Jean-Francois', 'Matthieu']","[3, 2, 1]","['2002', '2002', '2002']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Extraction de règles de corrélation décisionnelles.,"['Alain Casali', 'Christian Ernst']","['Casali', 'Ernst']","['Alain', 'Christian']","[2, 1]","['2009', '2009']","['Male', 'Male']","[nan, 'Male']"
Extraction des évolutions récurrentes dans un unique graphe dynamique attribué.,"['Frédéric Flouvat', 'Nazha Selmaoui-Folcher', 'Zhi Cheng']","['Flouvat', 'Selmaoui-Folcher', 'Cheng']","['Frederic', 'Nazha', 'Zhi']","[2, 3, 1]","['2017', '2017', '2017']","['Male', 'Female', 'Female']","[nan, nan, 'Female']"
Extraction efficace de règles graduelles.,"['Anne Laurent', 'Lisa Di-Jorio', 'Maguelonne Teisseire']","['Laurent', 'Di-Jorio', 'Teisseire']","['Anne', 'Lisa', 'Maguelonne']","[2, 1, 3]","['2009', '2009', '2009']","['Female', 'Female', 'Female']","[nan, 'Female', nan]"
Extraction et filtrage de syntagmes nominaux pour la Recherche d&apos;Information.,"['Chedi Bechikh Ali', 'Hatem Haddad']","['Bechikh', 'Haddad']","['Chedi', 'Hatem']","[1, 2]","['2013', '2013']","['Male', 'Male']","['Male', nan]"
Extraction multilingue de termes à partir de leur structure morphologique.,['Delphine Bernhard'],['Bernhard'],['Delphine'],[1],['2006'],['Female'],['Female']
Extraction of text summary using latent semantic indexing and information retrieval technique - comparison of four strategies.,"['Abdelghani Bellaachia', 'Anand Mahajan']","['Bellaachia', 'Mahajan']","['Abdelghani', 'Anand']","[1, 2]","['2004', '2004']","['Male', 'Male']","['Male', nan]"
"FCP-Growth, une adaptation de FP-Growth pour générer des règles d&apos;association de classe.","['Emna Bahri', 'Stéphane Lallich']","['Bahri', 'Lallich']","['Emna', 'Stephane']","[1, 2]","['2009', '2009']","['Female', 'Male']","['Female', nan]"
Face2Graph - Base de données graphe et visualisation pour lannotation darchives vidéos.,"['Adrien Dufraux', 'Benjamin Renoust', 'Shin&apos;ichi Satoh']","['Dufraux', 'Renoust', 'Satoh']","['Adrien', 'Benjamin', 'Shin&apos;ichi']","[1, 2, 3]","['2017', '2017', '2017']","['Male', 'Male', 'Female']","['Male', nan, nan]"
Faciliter les contributions personnelles pour préserver la mémoire des événements historiques.,"['Olivier Parisot', 'Pierrick Bruneau', 'Thomas Tamisier']","['Parisot', 'Bruneau', 'Tamisier']","['Olivier', 'Pierrick', 'Thomas']","[2, 1, 3]","['2017', '2017', '2017']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Faire vivre un référentiel métier dans l&apos;industrie - le système de gestion de connaissances ICARE.,"['Alain Berger', 'Christophe Coppens', 'Julien Laroque Malbert', 'Pierre Mariot']","['Berger', 'Coppens', 'Laroque', 'Mariot']","['Alain', 'Christophe', 'Julien', 'Pierre']","[1, 3, 4, 2]","['2006', '2006', '2006', '2006']","['Male', 'Male', 'Male', 'Male']","['Male', nan, nan, nan]"
Fonctions d&apos;oubli dans les entrepôts de données.,"['Aliou Boly', 'Georges Hébrail', 'Marie-Luce Picard']","['Boly', 'Hébrail', 'Picard']","['Aliou', 'Georges', 'Marie-Luce']","[1, 2, 3]","['2004', '2004', '2004']","['Female', 'Male', 'Female']","['Female', nan, nan]"
Fonctions d&apos;oubli et Conservation de détail dans les entrepôts de données.,"['Aliou Boly', 'Georges Hébrail', 'Marie-Luce Picard']","['Boly', 'Hébrail', 'Picard']","['Aliou', 'Georges', 'Marie-Luce']","[1, 2, 3]","['2005', '2005', '2005']","['Female', 'Male', 'Female']","['Female', nan, nan]"
Forage distribué des données - une comparaison entre l&apos;agrégation d&apos;échantillons et l&apos;agrégation de règles.,"['Guy W. Mineau', 'Mohamed Aounallah', 'Sébastien Quirion']","['W.', 'Aounallah', 'Quirion']","['Guy', 'Mohamed', 'Sebastien']","[3, 1, 2]","['2005', '2005', '2005']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Fouille de données dans les bases relationnelles pour l&apos;acquisition d&apos;ontologies riches en hiérarchies de classes.,['Farid Cerbah'],['Cerbah'],['Farid'],[1],['2009'],['Male'],['Male']
Fouille de données par programmation visuelle structurée avec KD-Ariane.,"['François Rioult', 'Régis Clouard']","['Rioult', 'Clouard']","['Francois', 'Regis']","[2, 1]","['2014', '2014']","['Male', 'Male']","[nan, 'Male']"
Fouille de données spatiales par arbre de décision multi-thème.,"['Azedine Boulmakoul', 'Karine Zeitouni', 'Nadjim Chelghoum']","['Boulmakoul', 'Zeitouni', 'Chelghoum']","['Azedine', 'Karine', 'Nadjim']","[3, 2, 1]","['2002', '2002', '2002']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Fouille de données spatiales. Approche basée sur la programmation logique inductive.,"['Annie Fiandrino', 'Karine Zeitouni', 'Lionel Loubersac', 'Nadjim Chelghoum', 'Thierry Laugier']","['Fiandrino', 'Zeitouni', 'Loubersac', 'Chelghoum', 'Laugier']","['Annie', 'Karine', 'Lionel', 'Nadjim', 'Thierry']","[4, 2, 5, 1, 3]","['2006', '2006', '2006', '2006', '2006']","['Female', 'Female', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male', nan]"
Fouille de données visuelle et analyse de facteurs de risque médical.,"['Jérôme Azé', 'Michèle Sebag', 'Noël Lucas']","['Azé', 'Sebag', 'Lucas']","['Jerome', 'Michele', 'Noel']","[1, 3, 2]","['2003', '2003', '2003']","['Male', 'Female', 'Male']","['Male', nan, nan]"
Fouille de grands ensembles de données avec un boosting de Proximal SVM.,"['François Poulet', 'Thanh-Nghi Do']","['Poulet', 'Do']","['Francois', 'Thanh-Nghi']","[2, 1]","['2004', '2004']","['Male', 'Male']","[nan, 'Male']"
Fouille de graphes et découverte de règles d&apos;association - application à l&apos;analyse d&apos;images de document.,"['Eugen Barbu', 'Pierre Héroux', 'Sébastien Adam', 'Éric Trupin']","['Barbu', 'Héroux', 'Adam', 'Trupin']","['Eugen', 'Pierre', 'Sebastien', 'Eric']","[1, 2, 3, 4]","['2005', '2005', '2005', '2005']","['Male', 'Male', 'Male', 'Male']","['Male', nan, nan, nan]"
Fouille de motifs séquentiels pour l&apos;élicitation de stratégies à partir de traces d&apos;interactions entre agents en compétition.,"['Chedy Raïssi', 'Guillaume Bosc', 'Jean-François Boulicaut', 'Mehdi Kaytoue-Uberall']","['Raïssi', 'Bosc', 'Boulicaut', 'Kaytoue-Uberall']","['Chedy', 'Guillaume', 'Jean-Francois', 'Mehdi']","[3, 1, 4, 2]","['2014', '2014', '2014', '2014']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
Fouille de textes pour orienter la construction d&apos;une ressource terminologique.,"['Sylvie Desprès', 'Valentina Ceausu']","['Desprès', 'Ceausu']","['Sylvie', 'Valentina']","[2, 1]","['2005', '2005']","['Female', 'Female']","[nan, 'Female']"
Gestion de Connaissances en Temps Réel depuis des Flux Massifs de Données et Apprentissage Automatique.,"['Badre Belabbess', 'Jérémy Lhez', 'Olivier Curé']","['Belabbess', 'Lhez', 'Curé']","['Badre', 'Jeremy', 'Olivier']","[1, 2, 3]","['2017', '2017', '2017']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Gestion des connaissances dans une entreprise étendue - Mémoire d&apos;entreprise et systèmes d&apos;information coopératifs interentreprises.,"['Imed Boughzala', 'Manuel Zacklad', 'Nada Matta']","['Boughzala', 'Zacklad', 'Matta']","['Imed', 'Manuel', 'Nada']","[1, 2, 3]","['2001', '2001', '2001']","['Male', 'Male', 'Female']","['Male', nan, nan]"
Gestion des connaissances et navigation hypermédia adaptative.,"['Chirine Ghedira', 'Paul Rubel', 'Pierre Maret']","['Ghedira', 'Rubel', 'Maret']","['Chirine', 'Paul', 'Pierre']","[1, 3, 2]","['2001', '2001', '2001']","['Female', 'Male', 'Male']","['Female', nan, nan]"
Gestion sémantique des droits d&apos;accès au contenu - l&apos;ontologie AMO.,"['Anna Kolomoyskaya', 'Catherine Faron-Zucker', 'Michel Buffa']","['Kolomoyskaya', 'Faron-Zucker', 'Buffa']","['Anna', 'Catherine', 'Michel']","[3, 2, 1]","['2010', '2010', '2010']","['Female', 'Female', 'Male']","[nan, nan, 'Male']"
Gradients de prototypicalité conceptuelle et lexicale - une contribution à la pragmatisation des ontologies de domaine.,"['Francky Trichet', 'Frédéric Fürst', 'Pascale Kuntz', 'Xavier Aimé']","['Trichet', 'Fürst', 'Kuntz', 'Aimé']","['Francky', 'Frederic', 'Pascale', 'Xavier']","[4, 2, 3, 1]","['2008', '2008', '2008', '2008']","['Male', 'Male', 'Female', 'Male']","[nan, nan, nan, 'Male']"
Granularité des motifs de co-variations dans des graphes attribués dynamiques.,"['Elise Desmier', 'Jean-François Boulicaut', 'Marc Plantevit']","['Desmier', 'Boulicaut', 'Plantevit']","['Elise', 'Jean-Francois', 'Marc']","[1, 3, 2]","['2014', '2014', '2014']","['Female', 'Male', 'Male']","['Female', nan, nan]"
Génération automatique d&apos;une structure hiérarchique de concepts et de documents à partir de corpus.,"['Hermine Njike Fotzo', 'Nathalie Lagunas', 'Patrick Gallinari']","['Njike', 'Lagunas', 'Gallinari']","['Hermine', 'Nathalie', 'Patrick']","[1, 3, 2]","['2003', '2003', '2003']","['Female', 'Female', 'Male']","['Female', nan, nan]"
Hiérarchie orientée de règles généralisées en analyse implicative.,"['Henri Briand', 'Pascale Kuntz', 'Régis Gras']","['Briand', 'Kuntz', 'Gras']","['Henri', 'Pascale', 'Regis']","[3, 2, 1]","['2003', '2003', '2003']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Hiérarchisation des règles d&apos;association en fouille de textes.,"['Amedeo Napoli', 'Rokia Bendaoud', 'Yannick Toussaint']","['Napoli', 'Bendaoud', 'Toussaint']","['Amedeo', 'Rokia', 'Yannick']","[3, 1, 2]","['2005', '2005', '2005']","['Male', 'Female', 'Male']","[nan, 'Female', nan]"
IMGT-ONTOLOGY - gestion et découverte de connaissances au sein d&apos;IMGT.,"['Marie-Paule Lefranc', 'Véronique Giudicelli']","['Lefranc', 'Giudicelli']","['Marie-Paule', 'Veronique']","[2, 1]","['2003', '2003']","['Female', 'Female']","[nan, 'Female']"
ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,"['Catherine Faron-Zucker', 'Fabien Gandon', 'Freddy Limpens', 'Guillaume Erétéo', 'Guillaume Husson', 'Michel Buffa', 'Nicolas Delaforge', 'Olivier Corby', 'Pavel Arapov', 'Sébastien Comos']","['Faron-Zucker', 'Gandon', 'Limpens', 'Erétéo', 'Husson', 'Buffa', 'Delaforge', 'Corby', 'Arapov', 'Comos']","['Catherine', 'Fabien', 'Freddy', 'Guillaume', 'Guillaume', 'Michel', 'Nicolas', 'Olivier', 'Pavel', 'Sebastien']","[6, 8, 10, 5, 9, 7, 4, 3, 1, 2]","['2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011', '2011']","['Female', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, nan, nan, nan, nan, 'Male', nan]"
ISIDORView - une interface de visualisation des résultats de recherche d&apos;informations.,"['Christine Julien 0002', 'Max Chevalier']","['Julien', 'Chevalier']","['Christine', 'Max']","[2, 1]","['2001', '2001']","['Female', 'Male']","[nan, 'Male']"
Identification d&apos;auteurs par apprentissage automatique.,"['Christine Largeron', 'Jordan Fréry', 'Mihaela Juganaru-Mathieu']","['Largeron', 'Fréry', 'Juganaru-Mathieu']","['Christine', 'Jordan', 'Mihaela']","[2, 1, 3]","['2015', '2015', '2015']","['Female', 'Male', 'UKN']","[nan, 'Male', nan]"
Identification de compatibilités entre descripteurs de lieux et apprentissage automatique.,"['Estelle Delpech', 'Laurent Candillier', 'Léa Laporte', 'Samuel Phan']","['Delpech', 'Candillier', 'Laporte', 'Phan']","['Estelle', 'Laurent', 'Lea', 'Samuel']","[1, 2, 3, 4]","['2013', '2013', '2013', '2013']","['Female', 'Male', 'Female', 'Female']","['Female', nan, nan, nan]"
Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli.,"['Damien M. de Vienne', 'Jérôme Azé', 'Thomas Bourquard']","['M.', 'Azé', 'Bourquard']","['Damien', 'Jerome', 'Thomas']","[2, 3, 1]","['2013', '2013', '2013']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Identification de la langue et catégorisation de textes basées sur les N-grammes.,"['Olivier Teytaud', 'Radwan Jalam']","['Teytaud', 'Jalam']","['Olivier', 'Radwan']","[2, 1]","['2001', '2001']","['Male', 'Male']","[nan, 'Male']"
Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter.,"['Anthony Perez 0001', 'Nicolas Dugué', 'Vincent Labatut']","['Perez', 'Dugué', 'Labatut']","['Anthony', 'Nicolas', 'Vincent']","[3, 1, 2]","['2014', '2014', '2014']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Identification des utilisateurs atypiques dans les systèmes de recommandation sociale.,"['Anne Boyer', 'Armelle Brun', 'Benjamin Gras']","['Boyer', 'Brun', 'Gras']","['Anne', 'Armelle', 'Benjamin']","[3, 2, 1]","['2015', '2015', '2015']","['Female', 'Female', 'Male']","[nan, nan, 'Male']"
Indexation d&apos;images utilisant une segmentation par ensembles de niveaux.,"['Liming Chen 0002', 'Sophie Schüpp', 'Youssef Chahir']","['Chen', 'Schüpp', 'Chahir']","['Liming', 'Sophie', 'Youssef']","[3, 2, 1]","['2002', '2002', '2002']","['Male', 'Female', 'Male']","[nan, nan, 'Male']"
Ingénierie des connaissances et innovation - Application dans le domaine automobile.,"['Antoine Courteille', 'Jean-Louis Ermine', 'Jean-Pierre Tarditi', 'Marc Le Coq', 'Philippe Allot']","['Courteille', 'Ermine', 'Tarditi', 'Le', 'Allot']","['Antoine', 'Jean-Louis', 'Jean-Pierre', 'Marc', 'Philippe']","[1, 4, 3, 5, 2]","['2002', '2002', '2002', '2002', '2002']","['Male', 'Male', 'Male', 'Male', 'Male']","['Male', nan, nan, nan, nan]"
Interrogation de sources biomédicales - prise en compte des préférences de l&apos;utilisateur.,"['Christine Froidevaux', 'Sarah Cohen Boulakia', 'Séverine Lair']","['Froidevaux', 'Cohen', 'Lair']","['Christine', 'Sarah', 'Severine']","[2, 1, 3]","['2004', '2004', '2004']","['Female', 'Female', 'Female']","[nan, 'Female', nan]"
Introduction de la gradualité dans le jugement utilisateur.,"['Asma Brini', 'Mohand Boughanem']","['Brini', 'Boughanem']","['Asma', 'Mohand']","[2, 1]","['2003', '2003']","['Female', 'Male']","[nan, 'Male']"
Intégration de connaissances a priori dans le principe du maximum d&apos;entropie.,"['Fadi Chakik', 'Fadi Dornaika']","['Chakik', 'Dornaika']","['Fadi', 'Fadi']","[1, 2]","['2010', '2010']","['Female', 'Female']","['Female', nan]"
Intégration de contraintes dans les cartes auto-organisatrices.,"['Alexandre Aussem', 'Anouar BenaHassena', 'Bruno Canitia', 'Fazia Bellal', 'Khalid Benabdeslem']","['Aussem', 'BenaHassena', 'Canitia', 'Bellal', 'Benabdeslem']","['Alexandre', 'Anouar', 'Bruno', 'Fazia', 'Khalid']","[4, 1, 5, 3, 2]","['2008', '2008', '2008', '2008', '2008']","['Male', 'Male', 'Male', 'Female', 'Male']","[nan, 'Male', nan, nan, nan]"
Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation.,"['Danny Lo Seen', 'Mathieu Castets', 'Pascal Degenne', 'Pascal Poncelet']","['Lo', 'Castets', 'Degenne', 'Poncelet']","['Danny', 'Mathieu', 'Pascal', 'Pascal']","[3, 1, 2, 4]","['2014', '2014', '2014', '2014']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
K-Spectral Centroïd pour des données massives.,"['Alain Gély', 'Alexandre Blansché', 'Brieuc Conan-Guez', 'Lydia Boudjeloud-Assala']","['Gély', 'Blansché', 'Conan-Guez', 'Boudjeloud-Assala']","['Alain', 'Alexandre', 'Brieuc', 'Lydia']","[2, 4, 1, 3]","['2017', '2017', '2017', '2017']","['Male', 'Male', 'Male', 'Female']","[nan, nan, 'Male', nan]"
K-WORDS LAB - un outil d&apos;analyse des mots clés permettant d&apos;explorer les dynamiques d&apos;un domaine scientifique.,"['Audrey Baneyx', 'Philippe Breucke']","['Baneyx', 'Breucke']","['Audrey', 'Philippe']","[1, 2]","['2010', '2010']","['Female', 'Male']","['Female', nan]"
KTI-MOOC - un système de recommandation pour la personnalisation du processus d&apos;échange d&apos;informations dans les MOOCs.,"['Inès Saad', 'Sarra Bouzayane']","['Saad', 'Bouzayane']","['Ines', 'Sarra']","[2, 1]","['2018', '2018']","['Female', 'Female']","[nan, 'Female']"
Khiops - outil de préparation et modélisation des données pour la fouille des grandes bases de données.,['Marc Boullé'],['Boullé'],['Marc'],[1],['2008'],['Male'],['Male']
Khiops - une méthode statistique de discrétisation.,['Marc Boullé'],['Boullé'],['Marc'],[1],['2002'],['Male'],['Male']
L&apos;exploitation de données contextuelles pour la recommandation d&apos;hôtels.,"['Anthony Barré', 'Marie Al-Ghossein', 'Talel Abdessalem']","['Barré', 'Al-Ghossein', 'Abdessalem']","['Anthony', 'Marie', 'Talel']","[3, 1, 2]","['2018', '2018', '2018']","['Male', 'Female', 'Male']","[nan, 'Female', nan]"
L&apos;intensité d&apos;implication entropique pour la recherche de règles de prédiction intéressantes dans des séquences de pannes d&apos;ascenseurs.,"['Fabrice Guillet', 'Henri Briand', 'Julien Blanchard']","['Guillet', 'Briand', 'Blanchard']","['Fabrice', 'Henri', 'Julien']","[2, 3, 1]","['2002', '2002', '2002']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
L&apos;utilisation des entités nommées pour l&apos;expansion sémantique des requêtes Web.,"['Bissan Audeh', 'Michel Beigbeder', 'Philippe Beaune']","['Audeh', 'Beigbeder', 'Beaune']","['Bissan', 'Michel', 'Philippe']","[1, 3, 2]","['2014', '2014', '2014']","['Male', 'Male', 'Male']","['Male', nan, nan]"
La carte GHSOM comme alternative à la SOM pour l&apos;analyse exploratoire de données.,"['Fabrice Clérot', 'Françoise Fessant', 'Pascal Gouzien']","['Clérot', 'Fessant', 'Gouzien']","['Fabrice', 'Francoise', 'Pascal']","[2, 1, 3]","['2009', '2009', '2009']","['Male', 'Female', 'Male']","[nan, 'Female', nan]"
La découverte de mappings dans SomeRDFS.,"['Chantal Reynaud', 'François-Élie Calvier']","['Reynaud', 'Calvier']","['Chantal', 'Francois-Elie']","[2, 1]","['2008', '2008']","['Female', 'Male']","[nan, 'Male']"
Le Modèle Essais/Episodes - Un modèle pour l&apos;apprentissage à partir de traces d&apos;utilisation pour l&apos;assistance à la réutilisation.,['Luc Damas'],['Damas'],['Luc'],[1],['2001'],['Male'],['Male']
"Le forage distribué des données - une méthode simple, rapide et efficace.","['Guy W. Mineau', 'Mohamed Aounallah']","['W.', 'Aounallah']","['Guy', 'Mohamed']","[2, 1]","['2006', '2006']","['Male', 'Male']","[nan, 'Male']"
Le logiciel SYR pour l&apos;analyse de données symboliques.,"['Edwin Diday', 'Filipe Afonso', 'Wassim Khaskhoussi']","['Diday', 'Afonso', 'Khaskhoussi']","['Edwin', 'Filipe', 'Wassim']","[2, 1, 3]","['2009', '2009', '2009']","['Male', 'Male', 'UKN']","[nan, 'Male', nan]"
