,authors,nom,prenom,rank_author,title,year
432,Yohan Nizon,Nizon,Yohan,2,Une plateforme de développement d'espaces webs sémantiques communautaires dédiés au partage de ressources multimédia.,2007
433,Gaoussou Camara,Camara,Gaoussou,1,IDOSCHISTO : une extension de l'ontologie noyau des maladies infectieuses (IDO-Core) pour la schistosomiase.,2014
434,Sylvie Desprès,Desprès,Sylvie,2,IDOSCHISTO : une extension de l'ontologie noyau des maladies infectieuses (IDO-Core) pour la schistosomiase.,2014
435,Moussa Lo,Lo,Moussa,3,IDOSCHISTO : une extension de l'ontologie noyau des maladies infectieuses (IDO-Core) pour la schistosomiase.,2014
436,Ferdinand Dhombres,Dhombres,Ferdinand,1,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
437,Pierre-Yves Vandenbussche,Vandenbussche,Pierre-Yves,2,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
438,Ana Rath,Rath,Ana,3,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
439,Marc Hanauer,Hanauer,Marc,4,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
440,Annie Olry,Olry,Annie,5,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
441,Bruno Urbero,Urbero,Bruno,6,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
442,Jean Charlet,Charlet,Jean,7,Projet OrphaOnto - Première étape de l'ontologisation des bases de connaissances d'Orphanet.,2011
443,Blandine Ginon,Ginon,Blandine,1,aLDEAS : un langage de définition de systèmes d'assistance épiphytes.,2014
444,Stéphanie Jean-Daubias,Jean-Daubias,Stéphanie,2,aLDEAS : un langage de définition de systèmes d'assistance épiphytes.,2014
445,Pierre-Antoine Champin,Champin,Pierre-Antoine,3,aLDEAS : un langage de définition de systèmes d'assistance épiphytes.,2014
446,Marie Lefèvre,Lefèvre,Marie,4,aLDEAS : un langage de définition de systèmes d'assistance épiphytes.,2014
447,Amanda Bouffier,Bouffier,Amanda,1,Analyse et structuration automatique des guides de bonnes pratiques cliniques : essai d'évaluation.,2008
448,Catherine Duclos,Duclos,Catherine,2,Analyse et structuration automatique des guides de bonnes pratiques cliniques : essai d'évaluation.,2008
449,Thierry Poibeau,Poibeau,Thierry,3,Analyse et structuration automatique des guides de bonnes pratiques cliniques : essai d'évaluation.,2008
450,Béatrice Fuchs,Fuchs,Béatrice,1,"Co-construction interactive de connaissances, application à l'analyse mélodique.",2011
451,Julien Laflaquière,Laflaquière,Julien,1,Ingénierie des traces numériques d'interaction comme inscriptions de connaissances.,2008
452,Yannick Prié,Prié,Yannick,2,Ingénierie des traces numériques d'interaction comme inscriptions de connaissances.,2008
453,Alain Mille,Mille,Alain,3,Ingénierie des traces numériques d'interaction comme inscriptions de connaissances.,2008
454,Oumy Seye,Seye,Oumy,1,"Publication, partage et réutilisation de règles sur le web de données.",2014
455,Catherine Faron-Zucker,Faron-Zucker,Catherine,2,"Publication, partage et réutilisation de règles sur le web de données.",2014
456,Olivier Corby,Corby,Olivier,3,"Publication, partage et réutilisation de règles sur le web de données.",2014
457,Alban Gaignard,Gaignard,Alban,4,"Publication, partage et réutilisation de règles sur le web de données.",2014
458,Benjamin Hervy,Hervy,Benjamin,1,"Gestion de connaissances pour l'acquisition, le traitement et la valorisation des connaissances du patrimoine technique.",2015
459,Matthieu Quantin,Quantin,Matthieu,2,"Gestion de connaissances pour l'acquisition, le traitement et la valorisation des connaissances du patrimoine technique.",2015
460,Florent Laroche,Laroche,Florent,3,"Gestion de connaissances pour l'acquisition, le traitement et la valorisation des connaissances du patrimoine technique.",2015
461,Alain Bernard,Bernard,Alain,4,"Gestion de connaissances pour l'acquisition, le traitement et la valorisation des connaissances du patrimoine technique.",2015
462,Jean-Louis Kerouanton,Kerouanton,Jean-Louis,5,"Gestion de connaissances pour l'acquisition, le traitement et la valorisation des connaissances du patrimoine technique.",2015
463,Amina Chniti,Chniti,Amina,1,Gestion de la cohérence des règles métier éditées à partir d'ontologies OWL.,2011
464,Patrick Albert,Albert,Patrick,2,Gestion de la cohérence des règles métier éditées à partir d'ontologies OWL.,2011
465,Jean Charlet,Charlet,Jean,3,Gestion de la cohérence des règles métier éditées à partir d'ontologies OWL.,2011
466,Charles Delalonde,Delalonde,Charles,1,Recherche et échange de connaissances dans des équipes distribuées.,2007
467,Eddie Soulier,Soulier,Eddie,2,Recherche et échange de connaissances dans des équipes distribuées.,2007
468,Antoine Vincent,Vincent,Antoine,1,Modéliser les processus de création de la musique avec dispositif numérique : représenter pour rejouer et préserver les oeuvres contemporaines.,2012
469,Bruno Bachimont,Bachimont,Bruno,2,Modéliser les processus de création de la musique avec dispositif numérique : représenter pour rejouer et préserver les oeuvres contemporaines.,2012
470,Alain Bonardi,Bonardi,Alain,3,Modéliser les processus de création de la musique avec dispositif numérique : représenter pour rejouer et préserver les oeuvres contemporaines.,2012
471,Rémy Choquet,Choquet,Rémy,1,Un modèle de connaissances pour mesurer la qualité d'une source d'information.,2010
472,Samiha Qouiyd,Qouiyd,Samiha,2,Un modèle de connaissances pour mesurer la qualité d'une source d'information.,2010
473,Emilie Pasche,Pasche,Emilie,3,Un modèle de connaissances pour mesurer la qualité d'une source d'information.,2010
474,Christel Daniel,Daniel,Christel,4,Un modèle de connaissances pour mesurer la qualité d'une source d'information.,2010
475,Omar Boussaïd,Boussaïd,Omar,5,Un modèle de connaissances pour mesurer la qualité d'une source d'information.,2010
476,Marie-Christine Jaulent,Jaulent,Marie-Christine,6,Un modèle de connaissances pour mesurer la qualité d'une source d'information.,2010
477,Sonia Cardoso,Cardoso,Sonia,1,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
478,Luis Felipe Melo Mora,Felipe,Luis,2,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
479,Marie-Christine Jaulent,Jaulent,Marie-Christine,3,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
480,Xavier Aimé,Aimé,Xavier,4,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
481,David Grabli,Grabli,David,5,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
482,Vincent Meininger,Meininger,Vincent,6,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
483,Jean Charlet,Charlet,Jean,7,Ontologie et TALN: l'anonymisation au service du repérage conceptuel dans le contexte de la SLA.,2017
484,Yannick Toussaint,Toussaint,Yannick,1,Annotation sémantique par classification.,2007
485,Sylvain Tenier,Tenier,Sylvain,2,Annotation sémantique par classification.,2007
486,Amel Yessad,Yessad,Amel,1,Approche Ontologique pour la Détection de la Pertinence d'une Action dans un Jeu Sérieux.,2011
487,Jean-Marc Labat,Labat,Jean-Marc,2,Approche Ontologique pour la Détection de la Pertinence d'une Action dans un Jeu Sérieux.,2011
488,Freddy Limpens,Limpens,Freddy,1,Sémantique des folksonomies: structuration collaborative et assistée.,2009
489,Fabien Gandon,Gandon,Fabien,2,Sémantique des folksonomies: structuration collaborative et assistée.,2009
490,Michel Buffa,Buffa,Michel,3,Sémantique des folksonomies: structuration collaborative et assistée.,2009
491,Mouna Kamel,Kamel,Mouna,1,Correction d'ontologies construites à partir de la structure de documents.,2010
492,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,2,Correction d'ontologies construites à partir de la structure de documents.,2010
493,Marion Laignelet,Laignelet,Marion,3,Correction d'ontologies construites à partir de la structure de documents.,2010
494,Léa Guizol,Guizol,Léa,1,Agrégation pour la réparation de liens.,2014
495,Mouna Kamel,Kamel,Mouna,1,Construction automatique d'ontologies à partir de spécifications de bases de données.,2009
496,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,2,Construction automatique d'ontologies à partir de spécifications de bases de données.,2009
497,Abdoulaye Guissé,Guissé,Abdoulaye,1,Un moteur sémantique pour explorer des textes réglementaires.,2011
498,François Lévy,Lévy,François,2,Un moteur sémantique pour explorer des textes réglementaires.,2011
499,Adeline Nazarenko,Nazarenko,Adeline,3,Un moteur sémantique pour explorer des textes réglementaires.,2011
500,Leila Yahiaoui,Yahiaoui,Leila,1,Automatisation du e-recrutement dans le cadre du Web sémantique.,2006
501,Zizette Boufaïda,Boufaïda,Zizette,2,Automatisation du e-recrutement dans le cadre du Web sémantique.,2006
502,Yannick Prié,Prié,Yannick,3,Automatisation du e-recrutement dans le cadre du Web sémantique.,2006
503,Sébastien Harispe,Harispe,Sébastien,1,Mesures sémantiques basées sur la notion de projection RDF pour les systèmes de recommandation.,2013
504,Sylvie Ranwez,Ranwez,Sylvie,2,Mesures sémantiques basées sur la notion de projection RDF pour les systèmes de recommandation.,2013
505,Stefan Janaqi,Janaqi,Stefan,3,Mesures sémantiques basées sur la notion de projection RDF pour les systèmes de recommandation.,2013
506,Jacky Montmain,Montmain,Jacky,4,Mesures sémantiques basées sur la notion de projection RDF pour les systèmes de recommandation.,2013
507,Sébastien Ferré,Ferré,Sébastien,1,Extension du langage de requêtes LISQL pour la représentation et l'exploration d'expressions mathématiques en RDF.,2012
508,Sébastien Ferré,Ferré,Sébastien,1,Concepts de plus proches voisins dans des graphes de connaissances.,2017
509,Valentina Beretta,Beretta,Valentina,1,Contribution à la recherche de vérité: modèles exploitant des règles d'association extraites d'une base de connaissances.,2017
510,Sylvie Ranwez,Ranwez,Sylvie,2,Contribution à la recherche de vérité: modèles exploitant des règles d'association extraites d'une base de connaissances.,2017
511,Sébastien Harispe,Harispe,Sébastien,3,Contribution à la recherche de vérité: modèles exploitant des règles d'association extraites d'une base de connaissances.,2017
512,Isabelle Mougenot,Mougenot,Isabelle,4,Contribution à la recherche de vérité: modèles exploitant des règles d'association extraites d'une base de connaissances.,2017
513,Michel Héon,Héon,Michel,1,"G-OWL : Vers un langage de modélisation graphique, polymorphique et typé pour la construction d'une ontologie dans la notation OWL.",2013
514,Roger Nkambou,Nkambou,Roger,2,"G-OWL : Vers un langage de modélisation graphique, polymorphique et typé pour la construction d'une ontologie dans la notation OWL.",2013
515,Gunnar Declerck,Declerck,Gunnar,1,A quoi servent les ontologies fondationnelles ?,2012
516,Audrey Baneyx,Baneyx,Audrey,2,A quoi servent les ontologies fondationnelles ?,2012
517,Xavier Aimé,Aimé,Xavier,3,A quoi servent les ontologies fondationnelles ?,2012
518,Jean Charlet,Charlet,Jean,4,A quoi servent les ontologies fondationnelles ?,2012
519,Camille Pradel,Pradel,Camille,1,Passage de la langue naturelle à une requête SPARQL dans le système SWIP.,2013
520,Ollivier Haemmerlé,Haemmerlé,Ollivier,2,Passage de la langue naturelle à une requête SPARQL dans le système SWIP.,2013
521,Nathalie Hernandez,Hernandez,Nathalie,3,Passage de la langue naturelle à une requête SPARQL dans le système SWIP.,2013
522,Michel Héon,Héon,Michel,1,Conception assistée d'une ontologie à partir d'une conceptualisation consensuelle exprimée de manière semi-formelle.,2009
523,Gilbert Paquette,Paquette,Gilbert,2,Conception assistée d'une ontologie à partir d'une conceptualisation consensuelle exprimée de manière semi-formelle.,2009
524,Josianne Basque,Basque,Josianne,3,Conception assistée d'une ontologie à partir d'une conceptualisation consensuelle exprimée de manière semi-formelle.,2009
525,Catherine Dominguès,Dominguès,Catherine,1,Connaissances opérationnelles pour la conception automatique de légendes de cartes.,2009
526,Sidonie Christophe,Christophe,Sidonie,2,Connaissances opérationnelles pour la conception automatique de légendes de cartes.,2009
527,Laurence Jolivet,Jolivet,Laurence,3,Connaissances opérationnelles pour la conception automatique de légendes de cartes.,2009
528,Catherine Dominguès,Dominguès,Catherine,1,Construire la légende de la carte à l'aide d'une base de connaissance en cartographie.,2012
529,Jean-Baptiste Lamy,Lamy,Jean-Baptiste,1,Ontopy : programmation orientée ontologie en Python.,2015
530,Hélène Berthelot,Berthelot,Hélène,2,Ontopy : programmation orientée ontologie en Python.,2015
531,Emmanuel Nauer,Nauer,Emmanuel,1,Construction d'une ontologie de descripteurs UCD en astronomie.,2006
532,Alexandre Richard,Richard,Alexandre,2,Construction d'une ontologie de descripteurs UCD en astronomie.,2006
533,Sébastien Derriere,Derriere,Sébastien,3,Construction d'une ontologie de descripteurs UCD en astronomie.,2006
534,Françoise Genova,Genova,Françoise,4,Construction d'une ontologie de descripteurs UCD en astronomie.,2006
535,Amedeo Napoli,Napoli,Amedeo,5,Construction d'une ontologie de descripteurs UCD en astronomie.,2006
536,Yannick Toussaint,Toussaint,Yannick,6,Construction d'une ontologie de descripteurs UCD en astronomie.,2006
537,Florie Bugeaud,Bugeaud,Florie,1,Conception assistée de Systèmes de Services à l'aide d'Ontologies Méréologiques.,2010
538,Eddie Soulier,Soulier,Eddie,2,Conception assistée de Systèmes de Services à l'aide d'Ontologies Méréologiques.,2010
539,Nicolas Kamennoff,Kamennoff,Nicolas,1,Processus de génération d'une animation en 3 dimensions à partir d'un texte.,2008
540,Amélie Cordier,Cordier,Amélie,1,Interprétation Interactive de connaissances à partir de traces.,2016
541,Béatrice Fuchs,Fuchs,Béatrice,2,Interprétation Interactive de connaissances à partir de traces.,2016
542,François Rousselot,Rousselot,François,1,Gestion des Connaissances Spécifiques à la Conception Inventive.,2007
543,Cecilia Zanni,Zanni,Cecilia,2,Gestion des Connaissances Spécifiques à la Conception Inventive.,2007
544,Denis Cavallucci,Cavallucci,Denis,3,Gestion des Connaissances Spécifiques à la Conception Inventive.,2007
545,Thomas Eltzer,Eltzer,Thomas,4,Gestion des Connaissances Spécifiques à la Conception Inventive.,2007
546,Chun Lu,Lu,Chun,1,Graphe de connaissances et folksonomie : leur performance comparative dans le calcul de l'afinité.,2017
547,Philippe Laublet,Laublet,Philippe,2,Graphe de connaissances et folksonomie : leur performance comparative dans le calcul de l'afinité.,2017
548,Milan Stankovic,Stankovic,Milan,3,Graphe de connaissances et folksonomie : leur performance comparative dans le calcul de l'afinité.,2017
549,Filip Radulovic,Radulovic,Filip,4,Graphe de connaissances et folksonomie : leur performance comparative dans le calcul de l'afinité.,2017
550,Jérôme David,David,Jérôme,1,Détection de clefs pour l'interconnexion et le nettoyage de jeux de données.,2012
551,François Scharffe,Scharffe,François,2,Détection de clefs pour l'interconnexion et le nettoyage de jeux de données.,2012
552,Ala Atrash,Atrash,Ala,1,Une plateforme support à l'apprentissage organisationnel.,2014
553,Marie-Hélène Abel,Abel,Marie-Hélène,2,Une plateforme support à l'apprentissage organisationnel.,2014
554,Claude Moulin,Moulin,Claude,3,Une plateforme support à l'apprentissage organisationnel.,2014
555,Michel Plantié,Plantié,Michel,1,Complémentarité dans les Réseaux Sociaux Complémentarité de personnes partageant des propriétés dans les Réseaux Sociaux.,2015
556,Michel Crampes,Crampes,Michel,2,Complémentarité dans les Réseaux Sociaux Complémentarité de personnes partageant des propriétés dans les Réseaux Sociaux.,2015
557,Ines Bannour,Bannour,Ines,1,Modèle de recherche d'information sémantique en graphe : interrogation par propagation d'activation.,2017
558,Haïfa Zargayouna,Zargayouna,Haïfa,2,Modèle de recherche d'information sémantique en graphe : interrogation par propagation d'activation.,2017
559,Adeline Nazarenko,Nazarenko,Adeline,3,Modèle de recherche d'information sémantique en graphe : interrogation par propagation d'activation.,2017
560,Matthieu Tixier,Tixier,Matthieu,1,Familles génératrices de règles d'adaptation pour assister leur acquisition semi-automatique.,2008
561,Fadi Badra,Badra,Fadi,2,Familles génératrices de règles d'adaptation pour assister leur acquisition semi-automatique.,2008
562,Jean Lieber,Lieber,Jean,3,Familles génératrices de règles d'adaptation pour assister leur acquisition semi-automatique.,2008
563,Cédric Lopez,Lopez,Cédric,1,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
564,Matthieu Osmuk,Osmuk,Matthieu,2,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
565,Dana Popovici,Popovici,Dana,3,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
566,Farhad Nooralahzadeh,Nooralahzadeh,Farhad,4,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
567,Domoina Rabarijaona,Rabarijaona,Domoina,5,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
568,Fabien Gandon,Gandon,Fabien,6,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
569,Elena Cabrio,Cabrio,Elena,7,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
570,Frédérique Segond,Segond,Frédérique,8,"Du TALN au LOD : Extraction d'entités, liage, et visualisation.",2016
571,Jérôme David,David,Jérôme,1,Linkky: Extraction de clés de liage par une adaptation de l'analyse relationnelle de concepts.,2018
572,Jérôme Euzenat,Euzenat,Jérôme,2,Linkky: Extraction de clés de liage par une adaptation de l'analyse relationnelle de concepts.,2018
573,Jérémy Vizzini,Vizzini,Jérémy,3,Linkky: Extraction de clés de liage par une adaptation de l'analyse relationnelle de concepts.,2018
574,Ala Atrash,Atrash,Ala,1,MEMORAe : Plateforme web pour supporter l'annotation collaborative.,2015
575,Marie-Hélène Abel,Abel,Marie-Hélène,2,MEMORAe : Plateforme web pour supporter l'annotation collaborative.,2015
576,Jean Villerd,Villerd,Jean,1,Complémentarité des méthodes numériques et symboliques en pharmacovigilance.,2010
577,Yannick Toussaint,Toussaint,Yannick,2,Complémentarité des méthodes numériques et symboliques en pharmacovigilance.,2010
578,Agnès Lillo-Le Louët,Lillo-Le,Agnès,3,Complémentarité des méthodes numériques et symboliques en pharmacovigilance.,2010
579,Céline Alec,Alec,Céline,1,Peuplement automatique d'ontologie à partir d'un catalogue de produits.,2014
580,Brigitte Safar,Safar,Brigitte,2,Peuplement automatique d'ontologie à partir d'un catalogue de produits.,2014
581,Chantal Reynaud,Reynaud,Chantal,3,Peuplement automatique d'ontologie à partir d'un catalogue de produits.,2014
582,Zied Sellami,Sellami,Zied,4,Peuplement automatique d'ontologie à partir d'un catalogue de produits.,2014
583,Uriel Berdugo,Berdugo,Uriel,5,Peuplement automatique d'ontologie à partir d'un catalogue de produits.,2014
584,Catherine Roussey,Roussey,Catherine,1,Annotation sémantique pour une interrogation experte des Bulletins de Santé du Végétal.,2018
585,Tayeb Abderrahmani Ghorfi,Abderrahmani,Tayeb,2,Annotation sémantique pour une interrogation experte des Bulletins de Santé du Végétal.,2018
586,Mohamed Ali Ben Ameur,Ali,Mohamed,1,Recommandation de ressources pédagogiques au sein d'un système de systèmes d'information.,2017
587,Majd Saleh,Saleh,Majd,2,Recommandation de ressources pédagogiques au sein d'un système de systèmes d'information.,2017
588,Marie-Hélène Abel,Abel,Marie-Hélène,3,Recommandation de ressources pédagogiques au sein d'un système de systèmes d'information.,2017
589,Elsa Negre,Negre,Elsa,4,Recommandation de ressources pédagogiques au sein d'un système de systèmes d'information.,2017
590,Nicolas Béchet,Béchet,Nicolas,1,Fouille de motifs séquentiels pour la découverte de relations entre gènes et maladies rares.,2012
591,Peggy Cellier,Cellier,Peggy,2,Fouille de motifs séquentiels pour la découverte de relations entre gènes et maladies rares.,2012
592,Thierry Charnois,Charnois,Thierry,3,Fouille de motifs séquentiels pour la découverte de relations entre gènes et maladies rares.,2012
593,Bruno Crémilleux,Crémilleux,Bruno,4,Fouille de motifs séquentiels pour la découverte de relations entre gènes et maladies rares.,2012
594,Claudine Métral,Métral,Claudine,1,Une ontologie de techniques de visualisation d'informations: application aux modèles urbains 3D enrichis.,2013
595,Nizar Ghoula,Ghoula,Nizar,2,Une ontologie de techniques de visualisation d'informations: application aux modèles urbains 3D enrichis.,2013
596,Vítor Silva,Silva,Vítor,3,Une ontologie de techniques de visualisation d'informations: application aux modèles urbains 3D enrichis.,2013
597,Gilles Falquet,Falquet,Gilles,4,Une ontologie de techniques de visualisation d'informations: application aux modèles urbains 3D enrichis.,2013
598,Julien Laflaquière,Laflaquière,Julien,1,Traces et inscriptions de connaissances.,2007
599,Lotfi Sofiane Settouti,Sofiane,Lotfi,2,Traces et inscriptions de connaissances.,2007
600,Yannick Prié,Prié,Yannick,3,Traces et inscriptions de connaissances.,2007
601,Alain Mille,Mille,Alain,4,Traces et inscriptions de connaissances.,2007
602,Samia Beldjoudi,Beldjoudi,Samia,1,Améliorer la Recommandation de Ressources dans les Folksonomies par l'Utilisation de Linked Open Data.,2016
603,Hassina Seridi,Seridi,Hassina,2,Améliorer la Recommandation de Ressources dans les Folksonomies par l'Utilisation de Linked Open Data.,2016
604,Abdallah Benzine,Benzine,Abdallah,3,Améliorer la Recommandation de Ressources dans les Folksonomies par l'Utilisation de Linked Open Data.,2016
605,Catherine Roussey,Roussey,Catherine,1,Une méthode de débogage d'ontologies OWL basées sur la détection d'antipatrons.,2010
606,François Scharffe,Scharffe,François,2,Une méthode de débogage d'ontologies OWL basées sur la détection d'antipatrons.,2010
607,Óscar Corcho,Corcho,Óscar,3,Une méthode de débogage d'ontologies OWL basées sur la détection d'antipatrons.,2010
608,Ondrej Zamazal,Zamazal,Ondrej,4,Une méthode de débogage d'ontologies OWL basées sur la détection d'antipatrons.,2010
609,Jean-Baptiste Louvet,Louvet,Jean-Baptiste,1,Recherche collaborative de documents : comparaison assistance humaine/automatique.,2016
610,Guillaume Dubuisson Duplessis,Dubuisson,Guillaume,2,Recherche collaborative de documents : comparaison assistance humaine/automatique.,2016
611,Nathalie Chaignaud,Chaignaud,Nathalie,3,Recherche collaborative de documents : comparaison assistance humaine/automatique.,2016
612,Jean-Philippe Kotowicz,Kotowicz,Jean-Philippe,4,Recherche collaborative de documents : comparaison assistance humaine/automatique.,2016
613,Laurent Vercouter,Vercouter,Laurent,5,Recherche collaborative de documents : comparaison assistance humaine/automatique.,2016
614,Samya Sagar,Sagar,Samya,1,Ontologie modulaire pour la fabrication et l'exploitation de vêtements intelligents dédiés au sport.,2017
615,Issam Rebaï,Rebaï,Issam,2,Ontologie modulaire pour la fabrication et l'exploitation de vêtements intelligents dédiés au sport.,2017
616,Maha Khemaja,Khemaja,Maha,3,Ontologie modulaire pour la fabrication et l'exploitation de vêtements intelligents dédiés au sport.,2017
617,Jamel Feki,Feki,Jamel,4,Ontologie modulaire pour la fabrication et l'exploitation de vêtements intelligents dédiés au sport.,2017
618,Cédric Baudrit,Baudrit,Cédric,1,Représentation holistique des projets de construction à l'aide de modèles relationnels probabilistes.,2016
619,Thi Thuy Phuong Tran,Thuy,Thi,2,Représentation holistique des projets de construction à l'aide de modèles relationnels probabilistes.,2016
620,Franck Taillandier,Taillandier,Franck,3,Représentation holistique des projets de construction à l'aide de modèles relationnels probabilistes.,2016
621,Denis Breysse,Breysse,Denis,4,Représentation holistique des projets de construction à l'aide de modèles relationnels probabilistes.,2016
622,Gaëlle Lortal,Lortal,Gaëlle,1,Un bouquet de théories pour une plateforme de décision stratégique à base de réseaux sociaux.,2013
623,Étienne Deparis,Deparis,Étienne,2,Un bouquet de théories pour une plateforme de décision stratégique à base de réseaux sociaux.,2013
624,Claire Laudy,Laudy,Claire,3,Un bouquet de théories pour une plateforme de décision stratégique à base de réseaux sociaux.,2013
625,Stefano Moretti,Moretti,Stefano,4,Un bouquet de théories pour une plateforme de décision stratégique à base de réseaux sociaux.,2013
626,Juliette Mattioli,Mattioli,Juliette,5,Un bouquet de théories pour une plateforme de décision stratégique à base de réseaux sociaux.,2013
627,Ariane Assélé Kama,Assélé,Ariane,1,Une approche ontologique pour l'exploitation de données cliniques.,2010
628,Giovanni Mels,Mels,Giovanni,2,Une approche ontologique pour l'exploitation de données cliniques.,2010
629,Rémy Choquet,Choquet,Rémy,3,Une approche ontologique pour l'exploitation de données cliniques.,2010
630,Jean Charlet,Charlet,Jean,4,Une approche ontologique pour l'exploitation de données cliniques.,2010
631,Marie-Christine Jaulent,Jaulent,Marie-Christine,5,Une approche ontologique pour l'exploitation de données cliniques.,2010
632,Olivier Corby,Corby,Olivier,1,SPARQL Template : un langage de pretty printing pour RDF.,2014
633,Catherine Faron-Zucker,Faron-Zucker,Catherine,2,SPARQL Template : un langage de pretty printing pour RDF.,2014
634,Mathieu Valette,Valette,Mathieu,1,Des textes au concept. Propositions pour une approche textuelle de la conceptualisation.,2010
635,Olivier Lartillot,Lartillot,Olivier,1,Description structurelle automatique de documents musicaux.,2006
636,Axel Reymonet,Reymonet,Axel,1,Ontologies et Recherche d'Information : une application au diagnostic automobile.,2010
637,Jérôme Thomas,Thomas,Jérôme,2,Ontologies et Recherche d'Information : une application au diagnostic automobile.,2010
638,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,3,Ontologies et Recherche d'Information : une application au diagnostic automobile.,2010
639,Raphaël Troncy,Troncy,Raphaël,1,Explorer des actualités multimédia dans le Web de données.,2009
640,Nathalie Pernelle,Pernelle,Nathalie,1,C-SAKey : une approche de découverte de clés conditionnelles dans des données RDF.,2015
641,Danai Symeonidou,Symeonidou,Danai,2,C-SAKey : une approche de découverte de clés conditionnelles dans des données RDF.,2015
642,Fatiha Saïs,Saïs,Fatiha,3,C-SAKey : une approche de découverte de clés conditionnelles dans des données RDF.,2015
643,Joe Raad,Raad,Joe,1,Détection de liens d'identité contextuels dans une base de connaissances.,2017
644,Nathalie Pernelle,Pernelle,Nathalie,2,Détection de liens d'identité contextuels dans une base de connaissances.,2017
645,Fatiha Saïs,Saïs,Fatiha,3,Détection de liens d'identité contextuels dans une base de connaissances.,2017
646,Imène Chentli,Chentli,Imène,1,Construction d'un gold standard pour des données agronomiques.,2016
647,Pierre Larmande,Larmande,Pierre,2,Construction d'un gold standard pour des données agronomiques.,2016
648,Konstantin Todorov,Todorov,Konstantin,3,Construction d'un gold standard pour des données agronomiques.,2016
649,Mouna Kamel,Kamel,Mouna,1,Elicitation de Structures Hiérarchiques à partir de Structures Enumératives pour la Construction d'Ontologie.,2011
650,Bernard Rothenburger,Rothenburger,Bernard,2,Elicitation de Structures Hiérarchiques à partir de Structures Enumératives pour la Construction d'Ontologie.,2011
651,Siying Li,Li,Siying,1,"Modèle de contexte de collaboration : pour qui, pourquoi, comment?",2018
652,Marie-Hélène Abel,Abel,Marie-Hélène,2,"Modèle de contexte de collaboration : pour qui, pourquoi, comment?",2018
653,Elsa Negre,Negre,Elsa,3,"Modèle de contexte de collaboration : pour qui, pourquoi, comment?",2018
654,Florence Dupin de Saint-Cyr,Dupin,Florence,1,Représentation des Connaissances dans un Langage Visuel Typé : une Première Approche.,2018
655,Denis Parade,Parade,Denis,2,Représentation des Connaissances dans un Langage Visuel Typé : une Première Approche.,2018
656,Jean-Baptiste Lamy,Lamy,Jean-Baptiste,1,Une plate-forme visuelle pour une information comparative sur les nouveaux médicaments.,2017
657,Adrien Ugon,Ugon,Adrien,2,Une plate-forme visuelle pour une information comparative sur les nouveaux médicaments.,2017
658,Catherine Duclos,Duclos,Catherine,3,Une plate-forme visuelle pour une information comparative sur les nouveaux médicaments.,2017
659,Alain Venot,Venot,Alain,4,Une plate-forme visuelle pour une information comparative sur les nouveaux médicaments.,2017
660,Madeleine Favre,Favre,Madeleine,5,Une plate-forme visuelle pour une information comparative sur les nouveaux médicaments.,2017
661,Hélène Berthelot,Berthelot,Hélène,6,Une plate-forme visuelle pour une information comparative sur les nouveaux médicaments.,2017
662,Dimitrios Chistaras Papageorgiou,Chistaras,Dimitrios,1,Approche numérique pour l'invalidation de liens d'identité (owl: SameAs).,2017
663,Nathalie Pernelle,Pernelle,Nathalie,2,Approche numérique pour l'invalidation de liens d'identité (owl: SameAs).,2017
664,Fatiha Saïs,Saïs,Fatiha,3,Approche numérique pour l'invalidation de liens d'identité (owl: SameAs).,2017
665,Najeh Hajlaoui,Hajlaoui,Najeh,1,Multilinguïsation de services de gestion de contenu.,2007
