,authors,nom,prenom,rank_author,title,year,sex
1443,Karine Zeitouni,Zeitouni,Karine,2,Fouille de données spatiales. Approche basée sur la programmation logique inductive.,2006,Female
1341,Kavé Salamatian,Salamatian,Kave,2,Clustering en haute dimension par accumulation de clusterings locaux.,2008,Male
906,Khaled Dehdouh,Dehdouh,Khaled,1,Construction de cube OLAP à partir d&apos;un entrepôt de données orienté colonnes.,2014,Female
905,Khaled Khelif,Khelif,Khaled,4,Détection d&apos;opinions dans des tweets.,2014,Female
1348,Khalid Benabdeslem,Benabdeslem,Khalid,2,Intégration de contraintes dans les cartes auto-organisatrices.,2008,Male
1349,Khalid Benabdeslem,Benabdeslem,Khalid,1,Approche connexionniste pour l&apos;extraction de profils cas-témoins du cancer du Nasopharynx à partir des données issues d&apos;une étude épidémiologique.,2007,Male
1069,Khalil Riad Bouzidi,Riad,Khalil,1,Modélisation de documents réglementaires dans le domaine du bâtiment.,2012,Male
953,Khanh-Chuong Duong,Duong,Khanh-Chuong,2,Une approche en programmation par contraintes pour la classification non supervisée.,2013,UKN
1537,Kokou Yétongnon,Yétongnon,Kokou,3,Une méthode de réconciliation sémantique pour l&apos;extraction de connaissances.,2003,Female
642,Konstantin Todorov,Todorov,Konstantin,4,Towards Linked Data Extraction From Tweets.,2015,Male
420,Kévin Deturck,Deturck,Kevin,1,Évaluation comparative d&apos;algorithmes de centralité pour la détection d&apos;influenceurs.,2018,Male
1334,Ladjel Bellatreche,Bellatreche,Ladjel,3,Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet.,2008,Female
697,Lahcen Koutti,Koutti,Lahcen,4,XEWGraph - Outil de Visualisation et Analyse des Hypergraphes pour un Système d&apos;Intelligence Economique.,2015,UKN
553,Lakhdar Sais,Sais,Lakhdar,3,Une approche logique pour la fouille de règles dassociation.,2017,Male
425,Lamine Diop,Diop,Lamine,1,Echantillonnage de motifs séquentiels sous contrainte sur la norme.,2018,Female
1368,Laura Diosan,Diosan,Laura,1,Apport des traitements morphosyntaxiques pour l&apos;alignement des définitions par une classification SVM.,2008,Female
1424,Laure Berti-Équille,Berti-Équille,Laure,3,Recherche dans de grandes bases d&apos;images fixes - une nouvelle approche guidée par les règles d&apos;association.,2004,Female
1425,Laure Berti-Équille,Berti-Équille,Laure,1,Renseigner la qualité des connaissances par la fusion d&apos;indicateurs sur la qualité des données.,2003,Female
1423,Laure Berti-Équille,Berti-Équille,Laure,1,Modèle décisionnel basé sur la qualité des données pour sélectionner les règles d&apos;associations légitimement intéressantes.,2006,Female
901,Laurent Alamarguy,Alamarguy,Laurent,1,Annotation de textes par extraction d&apos;informations lexico-syntaxiques et acquisition de schémas conceptuels de causalité.,2005,Male
902,Laurent Candillier,Candillier,Laurent,1,SSC - statistical subspace clustering.,2005,Male
899,Laurent Candillier,Candillier,Laurent,1,Nomao - la recherche géolocalisée personnalisée.,2011,Male
897,Laurent Candillier,Candillier,Laurent,2,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique.,2013,Male
904,Laurent Chaudron,Chaudron,Laurent,2,Classification formelle de règles - Un système de gradation des règles contextuelles.,2002,Male
898,Laurent Garcia,Garcia,Laurent,2,Validation d&apos;une carte cognitive.,2013,Male
900,Laurent Heutte,Heutte,Laurent,2,Extraction automatique de champs numériques dans des documents manuscrits.,2006,Male
903,Laurent Lemoine,Lemoine,Laurent,2,Apprentissage de comportements utilisateurs de produits hypermédias.,2003,Male
896,Laurent Vercouter,Vercouter,Laurent,3,Détection d&apos;opinions dans des tweets.,2014,Male
1075,Laurie Serrano,Serrano,Laurie,4,WebLab - une plateforme collaborative dédiée à la capitalisation de connaissances.,2012,Female
737,Leila Khouas,Khouas,Leila,4,Une nouvelle mesure pour l&apos;évaluation des méthodes d&apos;extraction de thématiques - la Vraisemblance Généralisée.,2013,Female
736,Leila Khouas,Khouas,Leila,2,Analyse et visualisation d&apos;opinions dans un cadre de veille sur leWeb.,2015,Female
738,Leila Nemmiche Alachaher,Nemmiche,Leila,1,Étude de l&apos;interaction entre variables pour l&apos;extraction des règles d&apos;influence.,2008,Female
1135,Lidia Rivoli,Rivoli,Lidia,2,Data Stream Summarization by On-Line Histograms Clustering.,2011,Female
1172,Liliana Ibanescu,Ibanescu,Liliana,3,Modélisation d&apos;une ressource termino-ontologique de domaine pour l&apos;annotation sémantique de tableaux.,2011,Female
1548,Liming Chen 0002,Chen,Liming,4,Script alignment based video retrieval.,2001,Male
1547,Liming Chen 0002,Chen,Liming,3,Indexation d&apos;images utilisant une segmentation par ensembles de niveaux.,2002,Male
1546,Liming Chen 0002,Chen,Liming,3,Détection des régions de couleur de peau dans l&apos;image.,2003,Male
983,Lina Fahed,Fahed,Lina,1,Classification multi-étiquettes pour l&apos;alignement multiple de séquences protéiques.,2013,Female
1186,Lionel Chauvin,Chauvin,Lionel,1,"Cartes cognitives - une exploitation à base d&apos;échelle, vue et profil.",2011,Male
1188,Lionel Chauvin,Chauvin,Lionel,1,Les cartes cognitives hiérarchiques.,2008,Male
1189,Lionel Loubersac,Loubersac,Lionel,5,Fouille de données spatiales. Approche basée sur la programmation logique inductive.,2006,Male
1191,Lionel Martin,Martin,Lionel,2,PoBOC - un algorithme de &quot;soft-clustering&quot;. Applications à l&apos;apprentissage de règles et au traitement de données textuelles.,2004,Male
1187,Lionel Martin,Martin,Lionel,2,Explorer3D - classification et visualisation de données.,2009,Male
1190,Lionel Martin,Martin,Lionel,4,Une mesure de proximité et une méthode de regroupement pour l&apos;aide à l&apos;acquisition d&apos;ontologies spécialisées.,2006,Male
1320,Lisa Di-Jorio,Di-Jorio,Lisa,1,Extraction efficace de règles graduelles.,2009,Female
1492,Livio De Luca,De,Livio,3,Acquisition de données vs gestion de connaissances patrimoniales - le cas des vestiges du théâtre antique d&apos;Arles.,2004,Female
1062,Lobna Bouchaala,Bouchaala,Lobna,1,BNTGUI - Construction et Apprentissage de Structure dans les Réseaux Bayésiens.,2012,Female
1270,Loic Martin,Martin,Loic,3,Simplification de données de vol pour un stockage optimal et une visualisation accélérée.,2010,Male
1540,Lorenza Saitta,Saitta,Lorenza,2,Transition de phase et apprentissage relationnel - une analyse critique.,2003,Female
1533,Lotfi Lakhal,Lakhal,Lotfi,3,Extraction d&apos;espaces de versions émergents d&apos;une relation d&apos;attributs catégories.,2003,Male
1272,Loïc Cerf,Cerf,Loic,1,Extraction de motifs fermés dans des relations n-aires bruitées.,2009,Male
1560,Luc Damas,Damas,Luc,1,Le Modèle Essais/Episodes - Un modèle pour l&apos;apprentissage à partir de traces d&apos;utilisation pour l&apos;assistance à la réutilisation.,2001,Male
1558,Luc Grivel,Grivel,Luc,2,Une application industrielle d&apos;extraction de l&apos;information pour l&apos;intelligence économique.,2002,Male
1559,Luc Staner,Staner,Luc,3,Classification en temps-fréquence à partir de données expertisées - Application à la détection des complexes-K.,2002,Male
1311,Lucie Copin,Copin,Lucie,1,DBFrequentQueries - Extraction de requêtes fréquentes.,2009,Female
1399,Luigi Lancieri,Lancieri,Luigi,2,Notion de conversation dans les communications interpersonnelles instantanées sur IP.,2007,Male
598,Lydia Boudjeloud,Boudjeloud,Lydia,1,Algorithme semi-interactif pour la sélection de dimensions.,2006,Female
597,Lydia Boudjeloud-Assala,Boudjeloud-Assala,Lydia,1,Approche biomimétique coopérative pour la visualisation de grands graphes multidimensionels.,2010,Female
594,Lydia Boudjeloud-Assala,Boudjeloud-Assala,Lydia,3,K-Spectral Centroïd pour des données massives.,2017,Female
595,Lydia Boudjeloud-Assala,Boudjeloud-Assala,Lydia,2,Processus itératif d&apos;extraction de classes en non supervisée.,2013,Female
1381,Lylia Abrouk,Abrouk,Lylia,1,Règles de propagation pour la création d&apos;ontologies d&apos;annotation de ressources.,2005,Female
1379,Lylia Abrouk,Abrouk,Lylia,1,RAS - Un outil pour l&apos;annotation de documents basée sur les liens de citation.,2007,Female
1380,Lylia Abrouk,Abrouk,Lylia,1,Enrichissement d&apos;ontologies dans le secteur de l&apos;eau douce en environnement Internet distribué et multilingue.,2006,Female
1476,Lynne Billard,Billard,Lynne,2,Régression linéaire symbolique avec variables taxonomiques.,2004,Female
955,Léa Laporte,Laporte,Lea,3,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique.,2013,Female
1248,Maguelonne Teisseire,Teisseire,Maguelonne,3,Extraction efficace de règles graduelles.,2009,Female
1247,Maguelonne Teisseire,Teisseire,Maguelonne,5,"Bien cube, les données textuelles peuvent s&apos;agréger !",2010,Female
1246,Maguelonne Teisseire,Teisseire,Maguelonne,4,Requêtes Skyline avec prise en compte des préférences utilisateurs pour des données volumineuses.,2010,Female
1006,Maha Amami,Amami,Maha,1,Biological event extraction using SVM and composite kernel function.,2012,Female
644,Mahfoud Bala,Bala,Mahfoud,1,Une Plateforme ETL parallèle et distribuée pour l&apos;intégration de données massives.,2015,Male
1308,Malika Charrad,Charrad,Malika,1,Web Content Data Mining - la classification croisée pour l&apos;analyse textuelle d&apos;un site Web.,2008,Female
1307,Malika Charrad,Charrad,Malika,1,Détermination du nombre des classes dans l&apos;algorithme CROKI de classification croisée.,2009,Female
331,Manel Achichi,Achichi,Manel,1,Towards Linked Data Extraction From Tweets.,2015,UKN
330,Manel Boumghar,Boumghar,Manel,3,Utilisation de techniques de modélisation thématiques pour la détection de nouveauté dans des flux de données textuelles.,2018,UKN
332,Manel Hmimida,Hmimida,Manel,2,Une approche centrée graine pour la détection de communautés dans les réseaux multiplexes.,2015,UKN
941,Manuel Bouillon,Bouillon,Manuel,1,Étude des techniques d&apos;oubli dans les moindres carrés récursifs pour l&apos;apprentissage incrémental de systèmes d&apos;inférence floue évolutifs - application à la reconnaissance de formes.,2013,Male
942,Manuel Zacklad,Zacklad,Manuel,2,Approche cognitive de la co-construction d&apos;un catalogue multi-point de vue et multi-expert.,2002,Male
943,Manuel Zacklad,Zacklad,Manuel,2,Gestion des connaissances dans une entreprise étendue - Mémoire d&apos;entreprise et systèmes d&apos;information coopératifs interentreprises.,2001,Male
86,Marc Bertin,Bertin,Marc,1,Outils de fouille textuelle à partir d&apos;annotations sémantiques.,2012,Male
104,Marc Borry,Borry,Marc,2,Extraction de connaissances grâce à un outil de text-mining - Application à la veille informationnelle dans le cadre policier.,2004,Male
88,Marc Boullé,Boullé,Marc,1,Clustering hiérarchique non paramétrique de données fonctionnelles.,2012,Male
94,Marc Boullé,Boullé,Marc,1,Classification supervisée pour de grands nombres de valeurs à prédire.,2010,Male
77,Marc Boullé,Boullé,Marc,2,A two level co-clustering algorithm for very large data sets.,2018,Male
95,Marc Boullé,Boullé,Marc,1,Une méthode de classification supervisée sans paramètre pour l&apos;apprentissage sur les grandes bases de données.,2009,Male
81,Marc Boullé,Boullé,Marc,2,Co-clustering de données mixtes à base des modèles de mélange.,2017,Male
85,Marc Boullé,Boullé,Marc,2,Construction de descripteurs à partir du coclustering pour la classification supervisée de séries temporelles.,2013,Male
103,Marc Boullé,Boullé,Marc,1,A robust method for partitioning the values of categorical attributes.,2004,Male
97,Marc Boullé,Boullé,Marc,1,Khiops - outil de préparation et modélisation des données pour la fouille des grandes bases de données.,2008,Male
105,Marc Boullé,Boullé,Marc,1,Khiops - une méthode statistique de discrétisation.,2002,Male
93,Marc Boullé,Boullé,Marc,3,Une nouvelle stratégie d&apos;apprentissage Bayésienne.,2010,Male
84,Marc Boullé,Boullé,Marc,1,Vers une Automatisation de la Construction de Variables pour la Classification Supervisée.,2013,Male
90,Marc Boullé,Boullé,Marc,1,Estimation de la densité d&apos;arcs dans les graphes de grande taille - une alternative à la détection de clusters.,2011,Male
89,Marc Boullé,Boullé,Marc,2,Détection de changements de distribution dans un flux de données - une approche supervisée.,2011,Male
78,Marc Boullé,Boullé,Marc,2,Un modèle Bayésien de co-clustering de données mixtes.,2018,Male
79,Marc Boullé,Boullé,Marc,3,Sélection et transformation de variables pour la classification Multi-Label par une approche MDL.,2017,Male
87,Marc Boullé,Boullé,Marc,1,Sélection Bayésienne de Modèles avec Prior Dépendant des Données.,2012,Male
80,Marc Boullé,Boullé,Marc,2,Application du coclustering à lanalyse exploratoire dune table de données.,2017,Male
99,Marc Boullé,Boullé,Marc,1,Une méthode optimale d&apos;évaluation bivariée pour la classification supervisée.,2007,Male
106,Marc Boyer,Boyer,Marc,1,Classification formelle de règles - Un système de gradation des règles contextuelles.,2002,Male
100,Marc Boyer,Boyer,Marc,1,Cartographie de l&apos;organisation - une approche topologique des connaissances.,2007,Male
107,Marc Le Coq,Le,Marc,5,Ingénierie des connaissances et innovation - Application dans le domaine automobile.,2002,Male
101,Marc Le Goc,Le,Marc,2,Approche entropique pour l&apos;analyse de modèle de chroniques.,2006,Male
98,Marc Le Goc,Le,Marc,2,Découverte de chroniques à partir de séquences d&apos;événements pour la supervision de processus dynamiques.,2007,Male
96,Marc Le Goc,Le,Marc,2,Une J-mesure orientée pour élaguer des modèles de chroniques.,2008,Male
102,Marc Le Goc,Le,Marc,2,Analyse stochastique de séquences d&apos;événements discrets pour la découverte de signatures.,2005,Male
83,Marc Plantevit,Plantevit,Marc,2,Granularité des motifs de co-variations dans des graphes attribués dynamiques.,2014,Male
82,Marc Plantevit,Plantevit,Marc,3,Vers la découverte de modèles exceptionnels locaux - des règles descriptives liant les molécules à leurs odeurs.,2015,Male
1340,Marc-Ismaël Akodjènou-Jeannin,Akodjènou-Jeannin,Marc-Ismael,1,Clustering en haute dimension par accumulation de clusterings locaux.,2008,Male
756,Marco Attene,Attene,Marco,3,A Framework for Mesh Segmentation and Annotation using Ontologies.,2015,Male
958,Marianne Huchard,Huchard,Marianne,3,Analyse Relationnelle de Concepts pour l&apos;exploration de données relationnelles.,2013,Female
34,Marie Agier,Agier,Marie,1,Notion de sémantiques bien-formées pour les règles.,2005,Female
32,Marie Agier,Agier,Marie,1,Un outil pour la visualisation de relations entre gènes.,2007,Female
30,Marie Al-Ghossein,Al-Ghossein,Marie,1,L&apos;exploitation de données contextuelles pour la recommandation d&apos;hôtels.,2018,Female
31,Marie Arcadias,Arcadias,Marie,1,"Apprentissage non supervisé de dépendances syntaxiques à partir de texte étiqueté, plusieurs variantes de PCFG légères.",2014,Female
33,Marie Chavent,Chavent,Marie,1,Evaluation d&apos;une approche de classification conceptuelle.,2007,Female
361,Marie-Aude Aufaure,Aufaure,Marie-Aude,4,Utilisation de métadonnées pour l&apos;aide à l&apos;interprétation de classes et de partitions.,2006,Female
359,Marie-Aude Aufaure,Aufaure,Marie-Aude,2,Classification de Données Complexes par Globalisation de Mesures de Similarité via les Moyennes Quasi-Arithmétiques.,2018,Female
360,Marie-Aude Aufaure,Aufaure,Marie-Aude,1,Sémantique et contextes conceptuels pour la recherche d&apos;information.,2007,Female
1426,Marie-Christine Lafaye,Lafaye,Marie-Christine,3,Un modèle extensible adapté à la gestion de dépêches d&apos;agences de presse.,2006,Female
1137,Marie-Jeanne Lesot,Lesot,Marie-Jeanne,2,Prise en compte du réseau de sources pour la fusion d&apos;informations.,2011,Female
1231,Marie-Luce Picard,Picard,Marie-Luce,3,Density estimation on data stream - an application to change detection.,2010,Female
1233,Marie-Luce Picard,Picard,Marie-Luce,5,Échantillonnage spatio-temporel de flux de données distribués.,2008,Female
1234,Marie-Luce Picard,Picard,Marie-Luce,3,Fonctions d&apos;oubli et Conservation de détail dans les entrepôts de données.,2005,Female
1235,Marie-Luce Picard,Picard,Marie-Luce,3,Fonctions d&apos;oubli dans les entrepôts de données.,2004,Female
1541,Marie-Paule Lefranc,Lefranc,Marie-Paule,2,IMGT-ONTOLOGY - gestion et découverte de connaissances au sein d&apos;IMGT.,2003,Female
1389,Marilys Corbex,Corbex,Marilys,3,Application des réseaux bayésiens à l&apos;analyse des facteurs impliqués dans le cancer du Nasopharynx.,2007,Female
1391,Marilys Corbex,Corbex,Marilys,3,Apprentissage de la structure des réseaux bayésiens à partir des motifs fréquents corrélés - application à l&apos;identification des facteurs environnementaux du cancer du Nasopharynx.,2006,Female
1390,Marilys Corbex,Corbex,Marilys,4,Approche connexionniste pour l&apos;extraction de profils cas-témoins du cancer du Nasopharynx à partir des données issues d&apos;une étude épidémiologique.,2007,Female
76,Marius Barctus,Barctus,Marius,1,A two level co-clustering algorithm for very large data sets.,2018,Male
211,Mark Larsen,Larsen,Mark,3,Apport de la fouille de données pour la prévention du risque suicidaire.,2018,Male
851,Martine Cadot,Cadot,Martine,1,Réduction d&apos;un jeu de règles d&apos;association par des méta-règles issues de la logique du &quot;sens commun&quot;.,2004,Female
850,Martine Cadot,Cadot,Martine,2,Analyse comparative de classifications - apport des règles d&apos;association floues.,2005,Female
849,Martine Cadot,Cadot,Martine,1,Règles d&apos;association avec une prémisse composée - mesure du gain d&apos;information.,2006,Female
848,Martine Cadot,Cadot,Martine,1,Méthodologie 3-way d&apos;extraction d&apos;un modèle articulatoire de la parole à partir des données d&apos;un locuteur.,2014,Female
126,Marwan Batrouni,Batrouni,Marwan,1,Analyse Ontologique de scénario dans un contexte Big Data.,2018,Male
909,Mathias Géry,Géry,Mathias,4,Vers une modularité pour données vectorielles.,2014,Male
910,Mathias Géry,Géry,Mathias,2,Modèle de Recherche d&apos;Information Sociale Centré Utilisateur.,2013,Male
911,Mathias Géry,Géry,Mathias,4,ToTeM - une méthode de détection de communautés adaptées aux réseaux d&apos;information.,2013,Male
840,Mathieu Castets,Castets,Mathieu,1,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation.,2014,Male
846,Mathieu Lafourcade,Lafourcade,Mathieu,2,Enrichissement d&apos;ontologies dans le secteur de l&apos;eau douce en environnement Internet distribué et multilingue.,2006,Male
847,Mathieu Roche,Roche,Mathieu,2,Une application de la fouille de textes - l&apos;extraction des règles d&apos;association à partir d&apos;un corpus spécialisé.,2003,Male
843,Mathieu Roche,Roche,Mathieu,2,Comment valider automatiquement des relations syntaxiques induites.,2009,Male
839,Mathieu Roche,Roche,Mathieu,3,De nouvelles pondérations adaptées à la classification de petits volumes de données textuelles.,2014,Male
845,Mathieu Roche,Roche,Mathieu,2,ExpLSA - utilisation d&apos;informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle.,2008,Male
844,Mathieu Roche,Roche,Mathieu,5,Regroupement des définitions de sigles biomédicaux.,2009,Male
841,Mathieu Roche,Roche,Mathieu,4,"Bien cube, les données textuelles peuvent s&apos;agréger !",2010,Male
1330,Matthieu Capelle,Capelle,Matthieu,1,Extraction de motifs séquentiels sous contraintes de similarité.,2002,Male
1329,Matthieu Exbrayat,Exbrayat,Matthieu,1,Explorer3D - classification et visualisation de données.,2009,Male
1043,Max Chevalier,Chevalier,Max,1,ISIDORView - une interface de visualisation des résultats de recherche d&apos;informations.,2001,Male
1039,Max Chevalier,Chevalier,Max,3,Cartographie de l&apos;organisation - une approche topologique des connaissances.,2007,Male
1040,Max Chevalier,Chevalier,Max,2,Modèle conceptuel pour bases de données multidimensionnelles annotées.,2006,Male
1041,Max Chevalier,Chevalier,Max,2,Modélisation des individus et de leurs relations pour l&apos;aide à l&apos;intégration des individus dans l&apos;organisation.,2005,Male
1038,Max Chevalier,Chevalier,Max,2,Evaluation rapide du diamètre d&apos;un graphe.,2012,Male
1042,Max Chevalier,Chevalier,Max,1,Aide à la navigation sur le web - Réutilisation de l&apos;expérience des utilisateurs.,2002,Male
1215,Maylis Delest,Delest,Maylis,3,Visualisation de graphes avec Tulip - exploration interactive de grandes masses de données en appui à la fouille de données et à l&apos;extraction de connaissances.,2007,Female
1214,Maylis Delest,Delest,Maylis,9,Tulip - a scalable graph visualization framework.,2010,Female
623,Maísa Cristina Duarte,Cristina,Maisa,1,Vers une instance française de NELL - chaîne TLN multilingue et modélisation dontologie.,2017,Female
549,Mehdi Kaytoue,Kaytoue,Mehdi,2,Vers la découverte de modèles exceptionnels locaux - des règles descriptives liant les molécules à leurs odeurs.,2015,Male
548,Mehdi Kaytoue,Kaytoue,Mehdi,4,Découverte de sous-groupes avec les arbres de recherche de Monte Carlo.,2017,Male
550,Mehdi Kaytoue-Uberall,Kaytoue-Uberall,Mehdi,2,Fouille de motifs séquentiels pour l&apos;élicitation de stratégies à partir de traces d&apos;interactions entre agents en compétition.,2014,Male
1256,Menaouer Brahami,Brahami,Menaouer,1,CARTOCEL - un outil de cartographie des connaissances guidée par la machine cellulaire CASI.,2010,UKN
213,Michel Beigbeder,Beigbeder,Michel,3,L&apos;utilisation des entités nommées pour l&apos;expansion sémantique des requêtes Web.,2014,Male
217,Michel Buffa,Buffa,Michel,1,Gestion sémantique des droits d&apos;accès au contenu - l&apos;ontologie AMO.,2010,Male
216,Michel Buffa,Buffa,Michel,7,ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,2011,Male
215,Michel Buffa,Buffa,Michel,1,SweetDeki - le wiki sémantique couteau suisse du réseau social ISICIL.,2012,Male
222,Michel Crampes,Crampes,Michel,6,Tendances dans les expressions de gènes - application à l&apos;analyse du transcriptome de Plasmodium Falciparum.,2005,Male
224,Michel Jambu,Jambu,Michel,1,Datamining et Customer Relationship Management.,2001,Male
225,Michel Leclère,Leclère,Michel,1,Capitaliser et partager des connaissances - une approche fondée sur l&apos;exploitation d&apos;un système à base de connaissances de type tâche/méthode.,2001,Male
223,Michel Leclère,Leclère,Michel,2,Construction d&apos;une ontologie opérationnelle - un retour d&apos;expérience.,2002,Male
221,Michel Sala,Sala,Michel,4,Règles de propagation pour la création d&apos;ontologies d&apos;annotation de ressources.,2005,Male
219,Michel Simonet,Simonet,Michel,4,Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet.,2008,Male
220,Michel Soto,Soto,Michel,3,Sémantique et contextes conceptuels pour la recherche d&apos;information.,2007,Male
214,Michel Verleysen,Verleysen,Michel,3,Automatic correction of SVM for drifted data classification.,2014,Male
212,Michel Walter,Walter,Michel,4,Apport de la fouille de données pour la prévention du risque suicidaire.,2018,Male
1524,Michèle Sebag,Sebag,Michele,3,Nouveaux résultats en classification à l&apos;aide d&apos;un codage par motifs fréquents.,2003,Female
1523,Michèle Sebag,Sebag,Michele,3,Fouille de données visuelle et analyse de facteurs de risque médical.,2003,Female
1323,Mickaël Hatchi,Hatchi,Mickael,3,Regroupement des définitions de sigles biomédicaux.,2009,Male
770,Mihaela Breaban,Breaban,Mihaela,1,Entropic-Genetic Clustering.,2011,UKN
769,Mihaela Juganaru-Mathieu,Juganaru-Mathieu,Mihaela,3,Identification d&apos;auteurs par apprentissage automatique.,2015,UKN
1335,Mimoun Malki,Malki,Mimoun,5,Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet.,2008,Female
1336,Mimoun Malki,Malki,Mimoun,2,Utilisation de WordNet dans la catégorisation de textes multilingues.,2007,Female
949,Minyar Sassi Hidri,Sassi,Minyar,2,Vers un cadre évolutif de classification non supervisée.,2013,UKN
1512,Mireille Cosquer,Cosquer,Mireille,1,Qualité et datawarehouse dans le milieu hospitalier.,2004,Female
986,Modou Gueye,Gueye,Modou,1,Technique de factorisation multi-biais pour des recommandations dynamiques.,2013,Female
467,Mohamed Ali Zoghlami,Ali,Mohamed,3,Vers un cadre évolutif de classification non supervisée.,2013,Male
480,Mohamed Amine Bentaallah,Amine,Mohamed,1,Utilisation de WordNet dans la catégorisation de textes multilingues.,2007,Male
465,Mohamed Anis Bach Tobji,Anis,Mohamed,4,Requêtes Skyline en présence des données évidentielles.,2015,Male
481,Mohamed Aounallah,Aounallah,Mohamed,1,"Le forage distribué des données - une méthode simple, rapide et efficace.",2006,Male
482,Mohamed Aounallah,Aounallah,Mohamed,1,Forage distribué des données - une comparaison entre l&apos;agrégation d&apos;échantillons et l&apos;agrégation de règles.,2005,Male
478,Mohamed Ben Ahmed,Ben,Mohamed,4,Web Content Data Mining - la classification croisée pour l&apos;analyse textuelle d&apos;un site Web.,2008,Male
477,Mohamed Ben Ahmed,Ben,Mohamed,4,Détermination du nombre des classes dans l&apos;algorithme CROKI de classification croisée.,2009,Male
472,Mohamed Benamina,Benamina,Mohamed,2,Un système cellulaire neuro-symbolique pour l&apos;extraction et la gestion de connaissances.,2011,Male
471,Mohamed Benamina,Benamina,Mohamed,2,Conception et implémentation d&apos;une nouvelle technique cellulaire de discrétisation - intégration dans TANAGRA.,2011,Male
470,Mohamed Benamina,Benamina,Mohamed,1,Définition d&apos;un modèle booléen de raisonnement flou adapté à la planification.,2012,Male
486,Mohamed Bendou,Bendou,Mohamed,1,Analyse de l&apos;effet du bruit dans les algorithmes d&apos;apprentissage des réseaux Bayésiens.,2003,Male
489,Mohamed Bendou,Bendou,Mohamed,1,Modèles graphiques semi-orientés pour l&apos;apprentissage des réseaux bayésiens.,2002,Male
483,Mohamed Bendou,Bendou,Mohamed,1,Apprentissage des réseaux bayésiens avec des graphes chaînés maximaux.,2004,Male
461,Mohamed Boussahoua,Boussahoua,Mohamed,1,Optimisation des performances dans les entrepôts de données NoSQL en colonnes.,2017,Male
466,Mohamed Charouel,Charouel,Mohamed,1,Vers un cadre évolutif de classification non supervisée.,2013,Male
463,Mohamed Chebel,Chebel,Mohamed,1,Approche d&apos;extraction de classes interlangues à partir de documents multilingues à base de Concepts Fermés.,2015,Male
464,Mohamed Dermouche,Dermouche,Mohamed,1,Analyse et visualisation d&apos;opinions dans un cadre de veille sur leWeb.,2015,Male
468,Mohamed Dermouche,Dermouche,Mohamed,1,Une nouvelle mesure pour l&apos;évaluation des méthodes d&apos;extraction de thématiques - la Vraisemblance Généralisée.,2013,Male
479,Mohamed Elati,Elati,Mohamed,1,Recherche adaptative de structures de régulation génétique.,2008,Male
462,Mohamed Guendouz,Guendouz,Mohamed,1,Machine Learning Based Classification of Android Apps through Text Features.,2017,Male
487,Mohamed Hammami,Hammami,Mohamed,1,Détection des régions de couleur de peau dans l&apos;image.,2003,Male
476,Mohamed Mosbah,Mosbah,Mohamed,4,Simplification de données de vol pour un stockage optimal et une visualisation accélérée.,2010,Male
491,Mohamed Nadif,Nadif,Mohamed,2,Classification de données qualitatives.,2001,Male
488,Mohamed Nadif,Nadif,Mohamed,2,Classification croisée sur des données binaires de grande taille.,2003,Male
490,Mohamed Nadif,Nadif,Mohamed,2,Evaluation du nombre de classes dans un cadre bayésien.,2002,Male
469,Mohamed Quafafou,Quafafou,Mohamed,2,Représentations de services web - impact sur la découverte et la recommandation.,2012,Male
460,Mohamed Ramzi Haddad,Ramzi,Mohamed,2,Une approche sémantique hybride pour la recommandation des articles d&apos;actualité à large échelle.,2018,Male
475,Mohamed Salah Gouider,Salah,Mohamed,2,PCAR - nouvelle approche de génération de règles d&apos;association cycliques.,2010,Male
485,Mohamed Slimane,Slimane,Mohamed,5,Exploration de données multimédia par réalité virtuelle.,2003,Male
484,Mohamed Tmar,Tmar,Mohamed,3,Apprentissage incrémental des profils dans un système de filtrage d&apos;information.,2004,Male
771,Mohammed Ghesmoune,Ghesmoune,Mohammed,1,Clustering topologique pour le flux de données.,2015,Male
1493,Mohand Boughanem,Boughanem,Mohand,1,Apprentissage incrémental des profils dans un système de filtrage d&apos;information.,2004,Male
1494,Mohand Boughanem,Boughanem,Mohand,1,Introduction de la gradualité dans le jugement utilisateur.,2003,Male
1411,Mohand-Said Hacid,Hacid,Mohand-Said,3,Caractérisation des transitions temporisées dans les logs de conversation de services Web.,2007,Male
453,Mohcine Maghfour,Maghfour,Mohcine,2,Analyse des sentiments à partir des commentaires Facebook publiés en Arabe standard ou dialectal marocain par une approche d&apos;apprentissage automatique.,2018,UKN
1282,Mokrane Bouzeghoub,Bouzeghoub,Mokrane,2,A contextualization service for a Personalized Access Model.,2009,UKN
1344,Mondher Maddouri,Maddouri,Mondher,2,Une nouvelle approche du Boosting face aux données réelles.,2008,Female
